Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
323,Kenrich Williams,30,OKC,PF,11,0,143,14.9,.603,.558,.140,5.1,17.7,11.4,9.4,1.7,2.8,4.2,14.2,0.3,0.3,0.6,.194,-0.6,1.3,0.8,0.1,,willike04
324,Paul Reed,25,DET,PF,11,0,110,17.7,.682,.273,.455,7.2,15.8,11.6,6.9,3.6,4.3,18.5,18.9,0.2,0.2,0.3,.152,-1.2,2.5,1.4,0.1,,reedpa01
325,Cam Reddish,25,LAL,SF,15,8,293,7.9,.627,.541,.324,2.3,10.9,6.6,3.9,2.5,1.6,14.2,7.4,0.1,0.2,0.3,.051,-3.7,0.5,-3.2,-0.1,,reddica01
326,Bruno Fernando,26,TOR,C,14,0,121,16.8,.536,.000,.178,19.2,20.1,19.6,20.5,0.8,5.5,18.5,20.4,0.1,0.1,0.2,.097,-1.7,1.4,-0.4,0.1,,fernabr01
327,Wendell Moore Jr.,23,DET,SG,11,0,164,13.9,.645,.257,.343,6.2,17.9,12.2,10.2,2.1,1.7,16.6,12.6,0.2,0.2,0.4,.127,-1.5,1.3,-0.2,0.1,,moorewe01
328,Jabari Walker,22,POR,SF,17,0,174,9.6,.449,.278,.167,10.8,22.3,16.3,9.1,1.4,1.1,14.7,16.1,-0.1,0.1,0.1,.014,-4.1,-1.5,-5.6,-0.2,,walkeja01
329,Dillon Jones,23,OKC,SF,20,0,176,8.3,.435,.593,.148,9.5,15.5,12.5,10.9,1.1,0.6,12.2,15.9,-0.1,0.3,0.2,.059,-3.9,-1.3,-5.2,-0.1,,jonesdi01
330,Mo Bamba,26,LAC,C,10,0,136,14.3,.522,.465,.209,5.7,26.5,16.0,8.6,2.5,9.0,13.0,17.1,0.0,0.3,0.3,.119,-3.9,3.3,-0.6,0.0,,bambamo01
331,Kobe Bufkin,21,ATL,SG,9,0,120,10.5,.472,.409,.409,4.4,12.5,8.4,18.7,1.2,1.6,11.9,19.8,0.0,0.1,0.1,.024,-3.4,-0.6,-4.0,-0.1,,bufkiko01
332,Cody Williams,20,UTA,SG,16,7,299,2.9,.343,.552,.149,3.0,10.7,6.9,8.6,1.1,1.6,13.3,11.6,-0.4,0.0,-0.5,-0.072,-6.1,-1.1,-7.1,-0.4,,willico04
333,Aaron Holiday,28,HOU,PG,12,0,101,16.1,.665,.758,.212,0.0,11.4,5.6,19.8,0.5,0.9,7.7,15.8,0.3,0.1,0.4,.211,2.9,0.8,3.7,0.1,,holidaa01
334,Delon Wright,32,MIL,PG,18,2,287,8.0,.418,.604,.189,4.3,8.1,6.3,12.7,2.2,1.9,12.2,10.0,0.0,0.3,0.2,.040,-3.4,0.7,-2.7,0.0,,wrighde01
335,Elfrid Payton,30,NOP,PG,7,3,144,15.2,.501,.022,.043,3.6,15.0,9.0,51.7,3.4,1.9,29.9,19.7,-0.1,0.1,0.0,.007,-2.5,0.0,-2.5,0.0,,paytoel01
336,Cam Whitmore,20,HOU,SF,8,0,79,9.2,.427,.438,.333,5.2,9.3,7.2,8.0,0.6,1.1,5.2,30.0,-0.1,0.1,0.0,-0.005,-4.6,-2.2,-6.8,-0.1,,whitmca01
337,Immanuel Quickley,25,TOR,PG,3,3,68,14.6,.500,.381,.214,1.6,8.1,4.9,27.6,1.4,0.0,8.0,30.4,0.1,0.0,0.1,.062,1.0,-2.2,-1.2,0.0,,quickim01
338,Doug McDermott,33,SAC,SF,17,2,143,4.8,.457,.830,.106,0.8,10.3,5.6,2.7,0.7,0.7,2.0,15.3,-0.1,0.1,0.0,-0.006,-4.4,-2.9,-7.4,-0.2,,mcderdo01
339,Isaiah Collier,20,UTA,PG,14,1,239,1.7,.366,.415,.302,0.5,9.7,5.1,24.6,2.4,0.8,35.5,16.4,-0.8,0.1,-0.8,-0.154,-8.6,-1.5,-10.1,-0.5,,colliis01
340,Johnny Furphy,20,IND,SG,13,0,131,9.3,.534,.590,.128,8.0,9.7,8.9,5.1,1.5,2.9,16.3,16.2,0.0,0.1,0.0,.005,-1.4,-1.8,-3.2,0.0,,furphjo01
341,Craig Porter Jr.,24,CLE,PG,16,0,151,12.5,.663,.355,.161,0.8,9.2,5.1,17.7,1.6,3.7,21.3,12.1,0.2,0.2,0.3,.111,-0.6,1.2,0.6,0.1,,portecr01
342,Ja'Kobe Walter,20,TOR,SG,8,4,136,6.1,.388,.463,.111,5.7,17.9,11.8,9.9,1.4,1.4,8.1,18.8,-0.2,0.1,-0.1,-0.030,-6.8,-1.6,-8.3,-0.2,,walteja01
343,Reggie Jackson,34,PHI,PG,10,0,119,13.3,.551,.641,.000,0.9,8.4,4.4,27.7,2.5,2.6,15.2,17.0,0.1,0.1,0.2,.078,0.1,0.3,0.4,0.1,,jacksre01
344,Tyler Kolek,23,NYK,PG,14,0,104,11.8,.569,.583,.111,2.3,10.8,6.7,13.8,2.4,1.0,15.6,18.9,0.0,0.1,0.1,.062,-2.3,-0.2,-2.5,0.0,,kolekty01
345,Marvin Bagley III,25,WAS,C,13,0,70,18.1,.541,.147,.324,18.1,23.0,20.6,7.4,1.3,1.3,17.1,27.9,0.0,0.0,0.0,-0.006,-0.7,-4.2,-4.9,-0.1,,baglema01
346,Rob Dillingham,20,MIN,PG,11,0,92,9.6,.583,.333,.000,1.3,9.8,5.6,28.1,0.0,0.0,25.0,23.0,-0.1,0.1,0.0,-0.002,-1.3,-1.9,-3.2,0.0,,dilliro01
347,Jericho Sims,26,NYK,C,21,1,288,10.9,.722,.000,.269,13.1,21.4,17.4,5.7,1.0,3.1,27.4,6.1,0.4,0.3,0.7,.122,-2.1,0.2,-2.0,0.0,,simsje01
348,Jordan McLaughlin,28,SAC,PG,17,0,144,9.2,.511,.576,.424,2.4,11.0,6.8,14.1,2.7,0.0,17.0,14.2,0.0,0.1,0.1,.042,-4.2,-0.1,-4.3,-0.1,,mclaujo01
349,Thomas Bryant,27,MIA,C,9,0,108,15.5,.610,.607,.321,6.0,25.1,15.5,5.3,0.5,6.3,5.9,13.7,0.2,0.2,0.4,.164,-1.0,0.4,-0.7,0.0,,bryanth01
350,Johnny Davis,22,WAS,SG,14,0,103,10.9,.526,.250,.156,4.1,14.6,9.3,4.3,1.8,1.8,2.8,14.2,0.0,0.0,0.1,.036,-3.0,-1.0,-4.0,-0.1,,davisjo06
351,Charles Bassey,24,SAS,C,12,0,102,18.3,.555,.000,.286,14.1,23.8,19.1,7.3,2.4,10.6,16.0,15.9,0.1,0.2,0.3,.141,-3.0,2.5,-0.5,0.0,,bassech01
352,Isaiah Jackson,23,IND,C,5,1,84,18.7,.600,.000,.609,15.2,23.5,19.3,8.5,1.7,8.9,14.6,17.6,0.1,0.1,0.2,.136,-1.1,1.2,0.1,0.0,,jacksis01
353,Anthony Gill,32,WAS,PF,14,0,90,14.5,.650,.350,.700,3.5,13.1,8.3,8.1,1.6,1.0,3.7,12.6,0.2,0.0,0.2,.100,0.7,-0.6,0.1,0.0,,gillan01
354,Trey Jemison,25,NOP,C,13,0,145,9.5,.504,.000,.464,11.4,16.5,13.8,7.8,2.0,3.8,22.9,12.8,-0.1,0.1,0.0,.009,-6.4,0.0,-6.4,-0.2,,jemistr01
355,Dario Šarić,30,DEN,C,10,3,136,5.4,.399,.475,.150,7.4,20.6,14.1,10.1,2.1,0.0,20.5,16.8,-0.3,0.1,-0.1,-0.045,-6.4,-0.9,-7.2,-0.2,,saricda01
356,Kai Jones,24,LAC,C,15,0,128,14.0,.737,.000,.556,9.5,16.7,13.1,5.4,1.2,7.2,21.1,9.6,0.2,0.2,0.4,.156,-2.2,2.0,-0.1,0.1,,joneska01
357,Tre Jones,25,SAS,PG,8,0,140,10.4,.456,.400,.467,4.0,10.6,7.3,24.8,1.7,1.3,12.1,12.7,0.1,0.1,0.3,.086,-3.5,0.9,-2.6,0.0,,jonestr01
358,Patty Mills,36,UTA,PG,9,0,138,6.2,.495,.774,.097,0.8,5.6,3.2,13.0,2.1,1.4,19.8,12.3,-0.1,0.0,-0.1,-0.022,-4.2,0.3,-3.9,-0.1,,millspa02
359,Josh Richardson,31,MIA,SG,8,0,150,4.5,.402,.579,.105,4.3,4.3,4.3,10.8,2.6,0.6,16.8,13.9,-0.2,0.2,-0.1,-0.018,-7.3,0.2,-7.1,-0.2,,richajo01
360,Torrey Craig,34,CHI,SF,6,1,67,14.7,.677,.818,.091,4.8,15.7,10.3,6.1,0.7,1.3,0.0,14.2,0.2,0.0,0.2,.144,1.8,-1.2,0.6,0.0,,craigto01
361,Taj Gibson,39,CHO,C,11,7,125,10.3,.511,.069,.103,16.0,19.1,17.5,4.7,1.6,2.4,22.9,13.3,0.0,0.1,0.1,.042,-4.9,-0.5,-5.4,-0.1,,gibsota01
362,Ryan Rollins,22,MIL,PG,11,1,72,15.5,.561,.480,.240,4.7,11.7,8.3,17.5,4.7,5.1,20.2,21.2,0.0,0.1,0.1,.091,-0.8,4.8,4.0,0.1,,rolliry01
363,Dwight Powell,33,DAL,C,16,0,139,13.5,.798,.000,2.000,8.8,14.4,11.7,8.5,2.1,5.2,21.0,7.2,0.3,0.2,0.5,.184,-1.6,2.9,1.3,0.1,,poweldw01
364,Nick Smith Jr.,20,CHO,SG,10,0,79,10.2,.500,.533,.000,1.3,7.2,4.2,15.8,1.3,0.0,6.3,17.1,0.1,0.0,0.1,.051,-1.5,-0.8,-2.4,0.0,,smithni01
365,Ausar Thompson,22,DET,SF,5,1,76,11.0,.468,.310,.241,8.9,12.9,10.9,27.3,1.3,3.7,20.0,22.6,-0.1,0.1,0.0,.005,-3.1,-0.5,-3.6,0.0,,thompau01
366,Jaylon Tyson,22,CLE,SG,12,1,102,10.4,.524,.385,.231,11.3,14.6,13.0,13.1,1.9,0.0,17.3,14.7,0.1,0.1,0.2,.096,-3.7,-0.6,-4.3,-0.1,,tysonja01
367,Moses Brown,25,IND,C,9,0,46,16.7,.653,.000,.250,10.1,22.7,16.4,0.0,2.1,2.0,21.3,26.5,0.0,0.0,0.0,.006,-3.9,-2.2,-6.2,0.0,,brownmo01
368,Chris Duarte,27,CHI,SG,11,0,45,22.7,.707,.647,.471,9.5,23.3,16.5,12.7,0.0,0.0,4.6,19.9,0.2,0.0,0.2,.226,6.0,-1.4,4.6,0.1,,duartch01
369,KJ Simpson,22,CHO,PG,5,0,74,13.1,.473,.536,.214,10.0,7.7,8.9,26.8,2.7,1.4,18.6,21.5,0.0,0.1,0.1,.046,-1.4,0.3,-1.1,0.0,,simpskj01
370,Hunter Tyson,24,DEN,PF,12,0,110,7.7,.556,.565,.304,4.1,15.7,10.0,6.8,0.9,2.4,16.1,12.0,0.0,0.1,0.1,.045,-4.4,-0.8,-5.2,-0.1,,tysonhu01
371,Christian Koloko,24,LAL,C,13,0,122,11.0,.704,.105,.105,9.3,14.0,11.7,3.3,1.6,3.1,20.1,9.0,0.1,0.1,0.2,.082,-3.5,-0.9,-4.4,-0.1,,kolokch01
372,Lonzo Ball,27,CHI,PG,6,0,97,13.8,.519,.846,.000,1.1,15.1,8.2,27.1,3.3,2.7,16.1,13.3,0.1,0.1,0.2,.091,-0.1,2.9,2.9,0.1,,balllo01
373,Herbert Jones,26,NOP,SF,4,4,113,7.6,.522,.440,.080,3.7,6.0,4.8,5.1,3.0,0.8,16.2,11.6,-0.1,0.0,0.0,-0.005,-5.7,-0.8,-6.5,-0.1,,joneshe01
374,Vit Krejci,24,ATL,PG,9,0,98,7.1,.518,.500,.318,3.2,7.6,5.4,12.8,1.9,2.0,16.6,12.4,0.0,0.1,0.1,.032,-4.6,0.3,-4.3,-0.1,,krejcvi01
375,Tristan Thompson,33,CLE,PF,8,0,58,13.7,.601,.053,.316,6.0,25.7,16.2,9.6,0.0,3.2,15.6,19.1,0.0,0.1,0.1,.064,-3.5,-1.1,-4.6,0.0,,thomptr01
376,Patrick Baldwin Jr.,22,WAS,SF,11,0,56,14.2,.602,.579,.211,5.7,17.3,11.4,2.7,1.7,3.3,8.8,16.9,0.0,0.0,0.1,.055,0.1,-1.6,-1.5,0.0,,baldwpa01
377,John Konchar,28,MEM,SG,11,0,132,10.4,.633,.889,.222,6.6,16.3,11.6,7.8,1.7,3.5,20.2,7.5,0.1,0.2,0.3,.123,-1.0,2.0,1.0,0.1,,konchjo01
378,Dru Smith,27,MIA,SG,7,0,85,15.3,.595,.381,.000,7.6,17.9,12.7,16.9,3.5,4.6,22.2,13.9,0.1,0.2,0.2,.125,-0.6,4.3,3.7,0.1,,smithdr01
379,Steven Adams,31,HOU,C,11,0,118,5.8,.502,.000,1.125,12.1,15.9,14.0,11.8,1.2,0.8,40.1,13.8,-0.2,0.2,0.0,-0.009,-5.9,1.0,-4.9,-0.1,,adamsst01
380,Luka Garza,26,MIN,PF,6,0,31,20.2,.581,.278,.333,11.3,18.2,14.8,0.0,1.6,0.0,8.8,32.1,0.0,0.0,0.1,.081,-1.8,-1.8,-3.6,0.0,,garzalu01
381,Maxi Kleber,33,DAL,PF,13,2,221,2.2,.419,.346,.231,3.0,17.2,10.3,3.7,0.4,2.0,25.9,7.4,-0.2,0.2,0.0,-0.003,-6.8,-0.2,-7.0,-0.3,,klebima01
382,Alex Len,31,SAC,C,16,2,117,12.6,.551,.200,.200,7.0,24.1,15.7,12.1,1.3,9.5,21.6,10.3,0.0,0.2,0.2,.096,-3.1,2.7,-0.3,0.1,,lenal01
383,Josh Minott,22,MIN,SF,9,0,72,11.1,.625,.471,.294,1.6,20.4,11.2,10.3,1.4,3.8,17.2,14.2,0.0,0.1,0.2,.105,-4.6,3.1,-1.5,0.0,,minotjo01
384,Kel'el Ware,20,MIA,C,10,0,69,9.7,.464,.280,.080,3.1,22.0,12.6,2.2,2.2,7.0,13.4,18.9,-0.1,0.1,0.0,-0.002,-5.8,0.3,-5.6,-0.1,,wareke01
385,Adem Bona,21,PHI,PF,14,0,90,9.0,.671,.000,.462,9.6,22.2,15.4,0.0,0.0,6.7,27.7,10.6,0.0,0.1,0.1,.058,-6.0,-0.6,-6.6,-0.1,,bonaad01
386,DeAndre Jordan,36,DEN,C,8,0,78,9.4,.531,.000,.222,14.3,22.1,18.3,6.7,1.2,2.3,26.2,14.6,0.0,0.1,0.0,.020,-5.6,-1.4,-7.0,-0.1,,jordade01
387,Jordan Walsh,20,BOS,PF,16,1,141,4.3,.397,.769,.038,3.9,9.6,6.7,2.7,1.4,3.8,13.1,9.4,-0.1,0.2,0.0,.009,-5.0,0.5,-4.5,-0.1,,walshjo01
388,Kobe Brown,25,LAC,PF,7,0,47,15.8,.479,.300,.100,11.8,26.3,19.0,13.4,1.0,0.0,0.0,19.1,0.1,0.1,0.1,.141,0.5,-0.5,0.1,0.0,,brownko01
389,Jae Crowder,34,SAC,SF,4,2,71,10.0,.639,.769,.462,6.6,12.7,9.7,5.4,1.4,0.0,11.3,10.8,0.1,0.0,0.2,.107,-2.3,-0.6,-2.8,0.0,,crowdja01
390,Enrique Freeman,24,IND,PF,14,1,106,4.2,.477,.294,.529,3.3,8.7,6.0,7.1,0.9,1.8,16.0,10.2,0.0,0.0,0.0,-0.013,-6.2,-1.8,-8.0,-0.2,,freemen01
391,Tyler Smith,20,MIL,PF,10,0,34,18.3,.720,.615,.154,3.3,21.6,12.8,4.8,0.0,8.1,17.8,21.9,0.0,0.0,0.1,.099,1.3,1.3,2.6,0.0,,smithty02
392,Pacome Dadiet,19,NYK,SG,11,0,77,8.0,.503,.667,.111,0.0,18.9,9.8,7.8,0.6,2.6,5.0,11.3,0.0,0.1,0.1,.057,-3.0,-0.9,-3.8,0.0,,dadiepa01
393,Duop Reath,28,POR,C,12,0,58,7.3,.452,.762,.000,9.0,5.9,7.5,5.0,0.0,3.3,4.5,15.6,0.0,0.0,0.0,.009,-1.5,-2.5,-4.0,0.0,,reathdu01
394,MarJon Beauchamp,24,MIL,SF,11,0,35,5.0,.507,.500,.250,6.4,21.0,14.0,4.2,1.4,0.0,28.3,31.1,-0.2,0.0,-0.1,-0.176,-7.6,-3.1,-10.7,-0.1,,beaucma01
395,Jevon Carter,29,CHI,PG,10,0,52,6.4,.409,.682,.000,2.1,12.1,7.1,15.0,2.7,0.0,15.4,20.8,-0.1,0.0,-0.1,-0.096,-4.8,-1.5,-6.3,-0.1,,carteje01
396,Dariq Whitehead,20,BRK,SF,3,0,26,21.8,.818,.909,.000,0.0,14.1,6.9,6.8,3.8,3.9,21.4,24.1,0.0,0.0,0.0,.080,5.8,1.7,7.5,0.1,,whiteda01
397,Jae'Sean Tate,29,HOU,SF,9,0,41,15.5,.597,.083,.583,7.5,38.2,22.6,14.2,4.7,0.0,28.5,21.0,0.0,0.1,0.1,.111,-5.7,5.0,-0.7,0.0,,tateja01
398,Xavier Tillman Sr.,26,BOS,C,15,1,141,4.0,.323,.556,.074,5.5,19.9,12.7,5.3,1.4,1.9,15.2,10.1,-0.2,0.2,0.0,-0.004,-6.3,-0.2,-6.5,-0.2,,tillmxa01
399,Jeff Green,38,HOU,PF,7,0,40,12.0,.654,.615,.000,0.0,10.4,5.2,3.7,2.4,0.0,13.3,15.3,0.0,0.1,0.1,.117,-1.2,1.4,0.2,0.0,,greenje02
400,Svi Mykhailiuk,27,UTA,SF,4,1,49,4.5,.507,.867,.267,0.0,2.2,1.1,11.7,4.0,1.9,29.5,20.4,-0.1,0.0,-0.1,-0.112,-6.2,-0.4,-6.6,-0.1,,mykhasv01
401,Zeke Nnaji,24,DEN,PF,13,0,68,4.8,.391,.400,.200,3.3,7.9,5.7,5.7,0.7,2.6,4.4,14.2,-0.1,0.0,-0.1,-0.038,-5.9,-2.1,-8.0,-0.1,,nnajize01
402,Jeff Dowtin,27,PHI,PG,8,0,80,7.1,.385,.421,.211,2.7,9.4,5.8,16.2,1.9,0.0,4.6,12.0,0.0,0.0,0.0,.017,-5.5,0.8,-4.6,-0.1,,dowtije01
403,Olivier-Maxence Prosper,22,DAL,PF,12,0,64,6.7,.358,.190,.143,13.9,11.5,12.7,2.0,1.5,0.0,4.3,15.4,0.0,0.1,0.0,.007,-5.4,-2.7,-8.2,-0.1,,prospol01
404,Vince Williams Jr.,24,MEM,SG,3,0,45,3.8,.385,.421,.211,9.7,15.9,12.9,25.6,0.0,4.2,25.2,24.8,-0.2,0.1,-0.1,-0.107,-7.3,-0.2,-7.5,-0.1,,willivi01
405,Bol Bol,25,PHO,PF,5,0,21,22.0,.644,.444,.667,10.8,15.5,13.2,8.1,0.0,0.0,7.9,26.7,0.1,0.0,0.1,.165,5.3,-2.0,3.2,0.0,,bolbo01
406,Adam Flagler,25,OKC,SG,10,0,34,5.7,.395,.947,.000,3.1,12.4,7.7,0.0,2.8,0.0,0.0,23.8,-0.1,0.1,0.0,-0.018,-6.1,-1.7,-7.8,-0.1,,flaglad01
407,Cory Joseph,33,ORL,PG,13,0,46,15.5,.500,.800,.000,7.3,15.6,11.3,28.1,2.1,4.3,11.8,16.0,0.1,0.1,0.2,.159,2.0,3.1,5.1,0.1,,josepco01
408,Damion Lee,32,PHO,SG,4,0,37,9.5,.451,.643,.429,0.0,14.6,7.5,18.9,2.7,0.0,15.3,23.5,-0.1,0.0,0.0,-0.029,-4.8,0.7,-4.1,0.0,,leeda03
409,E.J. Liddell,24,CHI,PF,6,0,31,15.5,.845,.750,.250,3.5,13.5,8.5,13.1,1.5,2.8,18.4,14.6,0.1,0.0,0.1,.166,0.1,0.4,0.5,0.0,,liddeej01
410,Drew Peterson,25,BOS,PF,6,0,62,9.3,.545,.917,.333,5.4,18.1,11.7,4.1,1.6,2.9,12.7,11.0,0.0,0.1,0.1,.093,-2.1,1.3,-0.8,0.0,,peterdr01
411,Micah Potter,26,UTA,C,3,1,60,12.1,.625,.833,.000,16.9,22.0,19.5,7.0,0.8,1.6,25.0,11.2,0.1,0.0,0.1,.058,-0.4,-1.8,-2.2,0.0,,pottemi01
412,Taylor Hendricks,21,UTA,PF,3,3,75,7.4,.354,.667,.222,7.5,14.7,11.1,3.6,3.2,5.0,9.2,12.2,-0.1,0.1,0.0,-0.008,-4.6,1.2,-3.3,0.0,,hendrita0
413,JT Thor,22,CLE,PF,2,0,14,42.7,1.190,.400,.400,0.0,15.2,7.9,0.0,6.8,13.2,25.4,24.3,0.0,0.0,0.1,.312,10.1,9.9,20.0,0.1,,thorjt01
414,Caleb Houstan,22,ORL,SF,14,0,66,-0.7,.311,.850,.100,1.7,10.9,6.1,0.0,0.0,3.0,4.6,14.4,-0.2,0.1,-0.1,-0.067,-8.7,-2.2,-11.0,-0.2,,houstca01
415,Richaun Holmes,31,WAS,PF,3,0,20,16.0,.551,.100,.200,10.6,16.1,13.3,0.0,0.0,9.1,15.5,26.8,0.0,0.0,0.0,-0.033,-1.6,-1.2,-2.8,0.0,,holmeri01
416,Ariel Hukporti,22,NYK,C,9,0,80,4.0,.510,.000,.400,4.6,19.6,12.4,5.9,0.0,9.9,40.5,10.8,-0.2,0.1,-0.1,-0.034,-8.6,1.7,-7.0,-0.1,,hukpoar01
417,Colby Jones,22,SAC,SG,13,0,54,5.6,.429,.357,.000,6.5,12.6,9.6,7.1,1.8,3.7,22.2,14.5,-0.1,0.1,0.0,-0.039,-5.2,-0.8,-6.0,-0.1,,jonesco02
418,Matt Ryan,27,NYK,SF,7,0,40,-3.1,.367,.800,.000,0.0,2.8,1.5,0.0,0.0,0.0,16.7,19.7,-0.2,0.0,-0.2,-0.209,-8.1,-5.5,-13.6,-0.1,,ryanma01
419,Day'Ron Sharpe,23,BRK,C,2,0,33,16.7,.564,.250,.500,10.5,18.5,14.4,12.8,3.0,3.0,9.3,14.6,0.1,0.0,0.1,.165,-1.2,1.8,0.6,0.0,,sharpda01
420,Yuki Kawamura,23,MEM,PG,12,0,34,-1.0,.339,.692,.308,0.0,6.0,3.1,24.3,0.0,0.0,21.3,22.2,-0.1,0.0,-0.1,-0.143,-10.6,-4.4,-15.1,-0.1,,kawamyu01
421,Pat Spencer,28,GSW,PG,5,0,28,15.0,.506,.000,.222,10.8,7.3,9.1,33.8,1.7,0.0,16.8,17.5,0.1,0.0,0.1,.140,-1.2,1.1,-0.1,0.0,,spencpa01
422,Armel Traoré,22,LAL,SF,6,0,50,4.0,.311,.385,.538,2.3,25.1,13.7,0.0,3.9,3.7,11.1,15.9,-0.2,0.1,-0.1,-0.103,-9.8,0.2,-9.6,-0.1,,armeltr01
423,Vlatko Čančar,27,DEN,PF,4,0,34,7.8,.643,.286,.000,9.9,15.9,12.9,0.0,0.0,2.6,22.2,11.2,0.0,0.0,0.0,.031,-5.3,-2.2,-7.4,0.0,,cancavl01
424,Trentyn Flowers,19,LAC,SF,1,0,14,9.2,.477,.222,.111,7.9,24.1,15.9,0.0,0.0,0.0,9.6,32.1,0.0,0.0,0.0,-0.048,-4.9,-0.8,-5.7,0.0,,flowetr01
425,Lester Quiñones,24,PHI,SG,4,0,17,8.8,.533,.375,.125,19.1,7.3,13.6,11.0,0.0,0.0,32.2,32.2,-0.1,0.0,-0.1,-0.192,-3.7,-6.8,-10.5,0.0,,quinole01
426,Terrence Shannon Jr.,24,MIN,SG,6,0,28,11.1,.563,.375,.000,0.0,4.0,2.1,21.2,3.5,3.3,27.3,17.3,0.0,0.0,0.0,.030,-3.0,2.6,-0.4,0.0,,shannte01
427,Jazian Gortman,21,DAL,PG,5,0,13,17.7,.800,.600,.000,8.6,0.0,4.2,0.0,0.0,6.9,16.7,19.5,0.0,0.0,0.0,.126,4.2,0.7,4.8,0.0,,gortmja01
428,Jack McVeigh,28,HOU,PF,6,0,21,4.4,.364,.727,.000,4.9,14.9,9.8,6.6,0.0,4.3,8.3,23.3,-0.1,0.0,0.0,-0.054,-5.2,-2.5,-7.7,0.0,,mcveija01
429,Luke Travers,23,CLE,SG,5,0,40,8.5,.508,.429,.286,2.9,13.3,8.3,14.4,1.2,2.3,20.2,10.7,0.0,0.0,0.1,.067,-5.3,-0.5,-5.7,0.0,,travelu01
430,TyTy Washington Jr.,23,PHO,PG,3,0,27,14.2,.667,.500,.000,0.0,4.0,2.1,20.8,3.7,0.0,14.3,11.5,0.0,0.0,0.1,.124,-0.1,2.0,1.9,0.0,,washity02
431,Trey Alexander,21,DEN,SG,8,0,41,-0.4,.322,.600,.200,0.0,2.6,1.3,5.8,0.0,2.2,8.4,12.3,-0.1,0.0,-0.1,-0.092,-7.5,-2.7,-10.2,-0.1,,alexatr01
432,PJ Dozier,28,MIN,SG,6,0,28,12.2,.621,1.000,2.000,4.2,16.1,10.3,24.0,1.8,0.0,15.1,10.4,0.0,0.0,0.1,.145,-1.1,3.2,2.1,0.0,,doziepj01
433,AJ Johnson,20,MIL,SG,5,0,11,10.1,.583,.167,.000,0.0,19.1,9.9,15.7,0.0,0.0,25.0,32.0,0.0,0.0,0.0,-0.131,-5.3,-5.0,-10.3,0.0,,johnsaj01
434,Orlando Robinson,24,SAC,C,3,0,22,10.5,.931,.500,2.000,10.7,20.5,15.7,5.8,2.2,0.0,44.4,13.4,0.0,0.0,0.0,.050,-4.5,-0.5,-5.0,0.0,,robinor01
435,Jeenathan Williams,25,HOU,SG,3,0,10,31.5,.875,.500,.000,0.0,31.3,15.5,0.0,4.8,0.0,0.0,16.3,0.0,0.0,0.1,.353,5.5,7.4,12.9,0.0,,willije02
436,Taze Moore,26,POR,SG,2,0,20,7.2,.276,.400,.200,20.8,22.8,21.8,7.0,4.8,0.0,15.5,26.6,-0.1,0.0,-0.1,-0.162,-3.5,-1.1,-4.6,0.0,,mooreta02
437,Adama Sanogo,22,CHI,C,3,0,14,12.3,.600,.000,.000,15.3,0.0,7.6,10.4,0.0,0.0,16.7,17.9,0.0,0.0,0.0,.037,-0.2,-2.0,-2.2,0.0,,sanogad01
438,Gui Santos,22,GSW,PF,6,0,22,4.9,.510,.600,.400,4.6,23.3,13.8,11.5,0.0,0.0,25.4,14.8,0.0,0.0,0.0,.006,-7.1,-1.2,-8.4,0.0,,santogu01
439,Jaden Springer,22,BOS,PG,7,0,24,12.5,.342,.286,.571,13.9,14.0,14.0,16.2,6.1,0.0,10.2,17.6,0.0,0.1,0.0,.078,-6.3,4.8,-1.5,0.0,,sprinja01
440,Brandon Williams,25,DAL,PG,5,0,21,-2.2,.291,.222,.333,5.3,15.1,10.3,11.8,0.0,0.0,16.2,24.8,-0.1,0.0,-0.1,-0.216,-11.4,-3.5,-14.9,-0.1,,willibr03
441,James Wiseman,23,IND,C,1,0,5,32.3,.615,.250,.500,0.0,23.2,11.6,0.0,0.0,0.0,0.0,42.2,0.0,0.0,0.0,.229,5.8,-5.4,0.4,0.0,,wisemja01
442,Cam Christie,19,LAC,SG,1,0,18,6.6,.357,.571,.000,6.2,12.5,9.3,0.0,5.5,0.0,12.5,19.1,-0.1,0.0,0.0,-0.050,-4.1,3.6,-0.4,0.0,,chrisca02
443,Sidy Cissoko,20,SAS,SF,8,0,23,8.8,.425,.400,.400,9.7,18.4,14.1,29.7,0.0,0.0,14.5,12.9,0.0,0.0,0.0,.068,-2.7,0.2,-2.6,0.0,,cissosi01
444,Liam Robbins,25,MIL,C,5,0,20,6.9,.525,.333,1.333,11.3,5.3,8.2,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,.058,-4.4,-3.1,-7.5,0.0,,robbili01
445,Garrett Temple,38,TOR,SG,7,0,28,14.0,.500,.400,.000,3.9,11.9,7.9,22.2,6.9,3.4,16.7,8.9,0.0,0.1,0.1,.152,-3.4,7.7,4.3,0.0,,templga01
446,Alondes Williams,25,DET,SG,1,0,4,55.6,1.250,.500,.000,0.0,0.0,0.0,75.1,0.0,0.0,0.0,21.4,0.0,0.0,0.0,.557,37.9,5.9,43.8,0.0,,willial06
