Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards,Player-additional
226,C.J. Kupec,24,LAL,SF,82,,11.1,1.9,4.2,.447,1.0,1.2,.772,0.9,1.5,2.4,0.6,0.2,0.0,1.4,4.7,,kupeccj01
227,Andre McCarter,23,KCK,PG,59,,12.3,2.0,4.4,.463,0.5,0.8,.711,0.3,0.7,0.9,1.7,0.4,0.0,1.1,4.6,,mccaran01
228,Louie Nelson,25,SAS,SG,4,,14.3,1.8,3.5,.500,1.0,1.8,.571,0.5,1.3,1.8,0.8,0.5,0.0,2.3,4.5,,nelsolo01
229,Ed Ratleff,26,HOU,SF,37,,14.4,1.9,4.4,.435,0.7,1.1,.619,0.6,1.4,2.1,1.2,0.5,0.2,1.2,4.5,,ratleed01
230,Phil Sellers,23,DET,SG,44,,7.5,1.7,4.3,.384,1.2,1.6,.722,0.4,0.5,0.9,0.6,0.5,0.0,1.3,4.5,,selleph01
231,Mike Sojourner,23,ATL,PF,51,,10.8,1.9,4.0,.468,0.8,1.1,.719,1.0,1.9,2.9,0.4,0.3,0.2,1.3,4.5,,sojoumi01
232,Andy Walker,21,NOJ,SF,40,,11.0,1.8,3.9,.462,0.9,1.2,.766,0.6,1.3,1.9,0.8,0.5,0.2,1.5,4.5,,walkean01
233,Joe Bryant,22,PHI,PF,61,0,10.0,1.8,3.9,.446,0.9,1.1,.757,0.7,1.2,1.9,0.8,0.6,0.2,1.4,4.4,,bryanjo01
234,Bill Bradley,33,NYK,SF,67,5,15.3,1.9,4.1,.464,0.5,0.6,.810,0.4,1.1,1.5,1.9,0.4,0.1,1.8,4.3,,bradlbi01
235,Mickey Davis,26,MIL,SF,19,,8.7,1.5,3.6,.426,1.2,1.3,.920,0.6,0.9,1.5,1.1,0.3,0.2,0.6,4.3,,davismi02
236,Steve Kuberski,29,BOS,SF,76,,11.3,1.7,4.1,.420,0.8,1.1,.759,1.0,1.8,2.8,0.5,0.1,0.1,1.2,4.3,,kuberst01
237,Lloyd Walton,23,MIL,PG,53,,12.8,1.7,3.5,.468,1.0,1.2,.815,0.3,0.7,1.0,2.7,0.8,0.0,1.0,4.3,,waltoll01
238,Rowland Garrett,26,2TM,SF,62,,9.6,1.7,3.9,.444,0.7,0.8,.804,0.6,1.2,1.8,0.4,0.3,0.2,1.3,4.1,,garrero01
238,Rowland Garrett,26,CLE,SF,29,,7.4,1.4,3.2,.430,0.6,0.8,.818,0.3,1.0,1.4,0.2,0.2,0.1,1.0,3.4,,garrero01
238,Rowland Garrett,26,MIL,SF,33,,11.6,2.0,4.4,.452,0.7,0.9,.793,0.8,1.4,2.2,0.6,0.4,0.2,1.5,4.7,,garrero01
239,Jim Barnett,32,PHI,SG,16,0,14.4,1.8,4.0,.438,0.6,1.1,.556,0.4,0.4,0.9,1.4,0.3,0.0,1.8,4.1,,barneji02
240,Tom Owens,27,HOU,C,46,,10.0,1.5,2.9,.504,1.1,1.7,.684,1.0,2.1,3.1,0.4,0.1,0.3,2.1,4.1,,owensto01
241,Kim Hughes,24,NYN,C,81,,25.7,1.9,4.4,.427,0.2,0.9,.275,2.3,4.6,7.0,1.2,1.5,1.5,3.8,4.0,,hugheki01
242,Frank Oleynick,21,SEA,PG,50,,10.3,1.6,4.5,.363,0.8,1.1,.736,0.3,0.6,0.9,1.2,0.3,0.1,1.0,4.0,,oleynfr01
243,Mike Barr,26,KCK,SG,73,,16.8,1.7,3.8,.437,0.6,0.8,.719,0.5,1.3,1.8,2.4,0.7,0.2,1.3,3.9,,barrmi01
244,Fred Foster,30,BUF,SF,59,,11.7,1.7,4.2,.401,0.5,0.7,.682,0.6,0.7,1.3,0.8,0.3,0.0,1.6,3.9,,fostefr01
245,Cornell Warner,28,LAL,PF,14,,12.1,1.8,3.8,.472,0.3,0.4,.667,1.5,3.4,4.9,0.8,0.1,0.1,2.0,3.9,,warneco01
246,Zaid Abdul-Aziz,30,BUF,C,22,,8.9,1.1,3.4,.338,1.5,2.0,.767,1.9,2.2,4.1,0.3,0.1,0.4,1.0,3.8,,abdulza01
247,Jim Ard,28,BOS,C,63,,15.4,1.5,4.0,.378,0.8,1.2,.645,1.2,3.5,4.7,0.8,0.3,0.4,2.0,3.8,,ardji01
248,Glenn Hansen,24,KCK,SG,41,,7.0,1.6,3.8,.432,0.6,0.8,.719,0.7,0.8,1.4,0.6,0.3,0.1,1.1,3.8,,hansegl01
249,John Laskowski,23,CHI,SG,47,5,12.0,1.6,4.5,.354,0.6,0.6,.900,0.3,1.0,1.3,0.9,0.7,0.0,0.5,3.8,,laskojo01
250,Marshall Rogers,23,GSW,PG,26,,6.8,1.7,4.5,.371,0.5,0.6,.933,0.2,0.2,0.4,0.4,0.3,0.1,1.3,3.8,,rogerma01
251,Fatty Taylor,30,DEN,PG,79,,19.6,1.7,4.0,.420,0.5,0.8,.569,1.1,1.5,2.7,3.6,1.7,0.1,2.6,3.8,,taylofa01
252,Tom Boerwinkle,31,CHI,C,82,0,13.0,1.6,3.3,.491,0.4,0.8,.540,1.2,2.6,3.8,2.3,0.2,0.2,1.8,3.7,,boerwto01
253,Cornelius Cash,24,DET,PF,6,,8.2,1.5,3.8,.391,0.5,1.0,.500,1.3,1.3,2.7,0.2,0.3,0.2,1.3,3.5,,cashco01
254,Mel Daniels,32,NYN,C,11,,11.5,1.2,3.2,.371,1.2,2.1,.565,0.9,2.2,3.1,0.5,0.3,1.0,2.6,3.5,,danieme01
255,Chuck Williams,30,2TM,PG,65,,13.3,1.2,3.2,.371,1.0,1.3,.782,0.4,1.2,1.6,2.0,0.5,0.0,0.9,3.4,,willich02
255,Chuck Williams,30,DEN,PG,21,,14.8,1.7,4.4,.376,1.4,1.9,.769,0.4,1.2,1.6,2.1,0.4,0.0,1.2,4.8,,willich02
255,Chuck Williams,30,BUF,PG,44,,12.6,1.0,2.7,.368,0.9,1.1,.792,0.4,1.1,1.5,2.0,0.5,0.1,0.8,2.8,,willich02
256,Corky Calhoun,26,POR,SF,70,,10.6,1.2,2.6,.464,0.9,1.2,.776,0.6,1.5,2.1,0.5,0.3,0.1,1.8,3.4,,calhoco01
257,Phil Jackson,31,NYK,PF,76,2,13.6,1.3,3.1,.440,0.7,0.9,.718,1.0,2.0,3.0,1.1,0.4,0.2,2.4,3.4,,jacksph01
258,Tom Kropp,23,CHI,SG,53,7,9.1,1.4,2.9,.480,0.5,0.8,.683,0.4,0.5,0.9,0.7,0.3,0.0,1.5,3.3,,kroppto01
259,Cliff Pondexter,22,CHI,PF,78,2,12.8,1.4,3.3,.416,0.5,0.8,.646,1.0,2.0,3.0,0.5,0.4,0.1,1.1,3.3,,pondecl01
260,Henry Ward,25,SAS,SG,27,,6.3,1.3,3.3,.378,0.6,0.6,.882,0.4,0.9,1.2,0.2,0.2,0.2,1.1,3.1,,wardhe01
261,Harvey Catchings,25,PHI,C,53,25,16.3,1.2,2.3,.504,0.6,0.9,.702,1.2,3.2,4.4,0.6,0.4,1.5,2.5,3.0,,catchha01
262,Len Elmore,24,IND,C,6,,7.7,1.2,2.8,.412,0.7,0.8,.800,1.2,1.3,2.5,0.3,0.0,0.7,1.8,3.0,,elmorle01
263,Earl Williams,25,NYN,C,1,,7.0,0.0,2.0,.000,3.0,6.0,.500,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,,williea01
