Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards,Player-additional
145,Jim McDaniels,25,SEA,C,27,,16.3,2.3,6.4,.364,0.9,1.6,.535,1.9,2.9,4.7,0.9,0.3,0.6,1.8,5.5,,mcdanji01
146,E.C. Coleman,23,HOU,PF,58,,18.5,2.2,4.3,.512,0.8,1.3,.635,1.4,2.9,4.3,1.3,0.6,0.3,2.8,5.2,,colemec01
147,Steve Kuberski,26,BOS,PF,78,,12.6,2.0,4.7,.427,1.1,1.4,.775,1.2,1.8,3.0,0.5,0.1,0.1,1.6,5.1,,kuberst01
148,Bob Verga,28,POR,SG,21,,10.3,2.0,4.4,.452,1.0,1.5,.625,0.5,0.3,0.9,0.8,0.6,0.0,1.0,5.0,,vergabo01
149,LaRue Martin,23,POR,C,50,,10.8,2.0,4.6,.435,0.8,1.3,.636,1.5,2.1,3.6,0.4,0.1,0.5,1.8,4.9,,martila01
150,Louie Nelson,22,CAP,SG,49,,11.3,1.9,4.4,.433,1.1,1.5,.726,0.5,0.9,1.4,1.1,0.6,0.0,1.3,4.9,,nelsolo01
151,Bob Christian,27,PHO,C,81,,15.4,1.7,3.6,.486,1.3,1.9,.702,1.0,3.1,4.2,1.2,0.2,0.4,2.4,4.8,,chrisbo01
152,Mike D'Antoni,22,KCO,SG,52,,19.0,2.1,5.1,.402,0.6,0.9,.702,0.5,1.3,1.8,2.4,1.4,0.3,2.2,4.8,,dantomi01
153,Ken Durrett,25,KCO,SF,45,,10.3,1.9,3.9,.489,0.9,1.5,.609,0.6,1.1,1.7,0.4,0.3,0.1,1.5,4.8,,durreke01
154,Fred Foster,27,CLE,SF,58,,11.2,1.9,5.0,.389,0.9,1.1,.844,0.7,1.1,1.9,1.1,0.3,0.1,1.4,4.8,,fostefr01
155,Dave Wohl,24,2TM,PG,67,,15.7,1.8,4.1,.437,1.1,1.5,.735,0.2,0.5,0.7,3.5,1.1,0.0,2.0,4.7,,wohlda01
155,Dave Wohl,24,BUF,PG,41,,14.8,1.5,3.7,.400,1.0,1.5,.700,0.2,0.5,0.7,3.1,0.8,0.0,1.8,4.0,,wohlda01
155,Dave Wohl,24,HOU,PG,26,,17.3,2.3,4.9,.480,1.3,1.6,.786,0.2,0.5,0.7,4.2,1.7,0.0,2.5,6.0,,wohlda01
156,Allan Bristow,22,PHI,SF,55,0,11.7,2.0,4.9,.400,0.8,1.0,.737,1.2,1.8,3.0,1.7,0.5,0.0,1.2,4.7,,bristal01
157,Luke Witte,23,CLE,C,57,,12.8,1.8,4.3,.432,0.8,1.1,.742,1.4,2.6,4.0,0.7,0.1,0.4,1.6,4.5,,wittelu01
158,Dick Barnett,37,NYK,SG,5,0,11.6,2.0,5.2,.385,0.4,0.6,.667,0.2,0.6,0.8,1.2,0.2,0.0,0.4,4.4,,barnedi01
159,Dave Stallworth,32,CAP,SF,45,,10.2,1.7,4.2,.401,1.0,1.2,.855,1.2,1.6,2.8,0.6,0.6,0.1,1.4,4.4,,stallda01
160,Derrek Dickey,22,GSW,PF,66,,14.1,1.7,3.5,.494,0.8,1.0,.773,1.9,3.3,5.1,0.8,0.3,0.2,1.7,4.3,,dickede01
161,Howard Komives,32,KCO,PG,44,,18.9,1.8,4.4,.406,0.8,0.9,.868,0.2,0.8,1.0,2.2,0.7,0.1,1.9,4.3,,komivho01
162,John Warren,26,CLE,SG,69,,11.4,1.9,4.2,.454,0.5,0.6,.854,0.6,1.2,1.9,0.9,0.4,0.1,1.7,4.3,,warrejo01
163,Walt Wesley,29,CAP,C,39,,10.3,1.8,3.9,.470,0.7,1.1,.605,1.6,1.9,3.5,0.4,0.2,0.5,1.9,4.3,,weslewa01
164,Jim Davis,32,DET,C,78,,12.1,1.5,3.6,.413,1.2,1.8,.647,1.3,2.4,3.8,1.1,0.5,0.4,2.0,4.2,,davisji01
165,Lamar Green,26,PHO,PF,72,,15.3,1.8,4.4,.407,0.5,0.9,.559,1.2,3.7,4.9,0.6,0.4,0.5,2.1,4.1,,greenla01
166,Manny Leaks,28,CAP,C,53,,15.9,1.5,4.4,.341,1.1,1.6,.699,1.8,2.8,4.6,0.5,0.2,0.7,1.8,4.1,,leaksma01
167,Ron Riley,23,2TM,PF,48,,12.3,1.7,4.2,.401,0.5,0.8,.632,1.0,2.7,3.7,0.8,0.4,0.5,2.0,3.9,,rileyro01
167,Ron Riley,23,KCO,PF,12,,14.2,2.0,4.8,.421,1.2,2.0,.583,1.1,3.6,4.7,0.7,0.3,0.2,2.3,5.2,,rileyro01
167,Ron Riley,23,HOU,PF,36,,11.7,1.6,4.0,.393,0.3,0.4,.714,1.0,2.4,3.4,0.8,0.4,0.6,1.9,3.4,,rileyro01
168,Ken Charles,22,BUF,SG,59,,11.7,1.5,3.1,.476,0.9,1.3,.671,0.4,0.7,1.1,0.9,0.5,0.2,1.5,3.9,,charlke01
169,Charlie Davis,24,POR,SG,8,,11.3,1.8,5.0,.350,0.4,0.5,.750,0.3,1.1,1.4,1.4,0.3,0.0,0.9,3.9,,davisch01
170,Phil Hankinson,22,BOS,SF,28,,5.8,1.8,3.7,.485,0.4,0.5,.769,0.8,1.0,1.8,0.1,0.1,0.0,0.6,3.9,,hankiph01
171,Rowland Garrett,23,CHI,SF,41,0,9.1,1.7,4.5,.370,0.5,0.8,.656,0.8,1.0,1.7,0.3,0.1,0.2,1.0,3.8,,garrero01
172,Walt Hazzard,31,SEA,PG,49,,11.7,1.6,3.7,.422,0.7,0.9,.756,0.4,0.8,1.2,2.5,0.5,0.1,1.6,3.8,,abdulma01
173,Kermit Washington,22,LAL,PF,45,,8.9,1.6,3.4,.483,0.6,1.1,.531,1.4,1.9,3.3,0.4,0.5,0.4,1.7,3.8,,washike01
174,Greg Smith,27,POR,SF,67,,13.1,1.5,3.4,.434,0.7,1.2,.608,1.0,1.9,2.8,1.2,0.6,0.1,1.9,3.7,,smithgr01
175,Otto Moore,27,2TM,C,78,,12.1,1.5,3.1,.500,0.5,0.8,.629,1.0,2.6,3.6,0.8,0.3,0.6,1.3,3.6,,mooreot01
175,Otto Moore,27,HOU,C,13,,24.1,2.5,5.3,.464,0.3,0.6,.500,1.5,4.9,6.5,1.4,0.8,1.4,2.8,5.2,,mooreot01
175,Otto Moore,27,KCO,C,65,,9.7,1.4,2.6,.515,0.5,0.8,.648,0.9,2.2,3.1,0.7,0.2,0.5,1.0,3.2,,mooreot01
176,Kevin Kunnert,22,2TM,C,64,,11.0,1.6,3.4,.488,0.3,0.5,.636,1.3,2.1,3.4,0.7,0.2,0.8,2.4,3.6,,kunneke01
176,Kevin Kunnert,22,BUF,C,39,,8.7,1.3,2.6,.485,0.3,0.4,.688,1.1,1.6,2.7,0.6,0.1,0.6,2.1,2.8,,kunneke01
176,Kevin Kunnert,22,HOU,C,25,,14.4,2.2,4.6,.491,0.4,0.7,.588,1.6,2.8,4.4,0.7,0.2,1.2,2.7,4.9,,kunneke01
177,John Wetzel,29,ATL,SG,70,,17.6,1.5,3.6,.425,0.6,0.8,.719,0.6,1.9,2.4,2.0,1.0,0.3,2.1,3.6,,wetzejo01
178,Harthorne Wingo,26,NYK,PF,60,0,8.9,1.4,2.9,.477,0.8,1.3,.632,1.2,1.6,2.8,0.4,0.1,0.2,1.4,3.5,,wingoha01
179,Tom Boerwinkle,28,CHI,C,46,9,13.1,1.3,2.6,.487,0.9,1.3,.700,1.2,3.5,4.6,2.0,0.3,0.4,1.7,3.4,,boerwto01
180,Rick Adelman,27,CHI,PG,55,0,11.2,1.2,3.1,.376,1.0,1.4,.711,0.3,1.0,1.3,1.0,0.7,0.0,1.1,3.3,,adelmri01
181,Mel Counts,32,LAL,C,45,,11.1,1.4,3.7,.365,0.5,0.7,.727,1.2,2.0,3.2,1.2,0.4,0.5,1.9,3.2,,countme01
182,Terry Driscoll,26,MIL,PF,64,,10.9,1.4,2.9,.471,0.5,0.7,.652,1.1,2.0,3.1,0.8,0.3,0.3,1.9,3.2,,driscte01
183,Nate Hawthorne,24,LAL,SG,33,,6.9,1.2,2.8,.409,0.9,1.5,.625,0.5,0.5,1.0,0.7,0.3,0.2,1.0,3.2,,hawthna01
184,Jim Owens,23,PHO,SF,17,,5.9,1.2,2.3,.538,0.6,0.8,.786,0.1,0.5,0.5,0.9,0.3,0.0,0.4,3.1,,owensji01
185,Milt Williams,28,SEA,PG,53,,9.5,1.2,2.8,.416,0.8,1.2,.651,0.4,0.5,0.9,1.9,0.5,0.0,1.5,3.1,,willimi01
186,Rod Freeman,23,PHI,SF,35,0,7.6,1.1,2.9,.379,0.8,1.2,.683,0.6,0.9,1.5,0.4,0.3,0.0,1.2,3.0,,freemro01
187,Bob Nash,23,DET,SF,35,,8.0,1.2,3.3,.357,0.7,1.1,.615,0.9,1.2,2.1,0.4,0.1,0.3,1.0,3.0,,nashbo01
188,Lee Winfield,26,BUF,PG,36,,12.0,1.0,2.9,.352,0.9,1.4,.635,0.5,0.7,1.2,1.3,0.4,0.1,1.2,3.0,,winfile01
189,Tom Kozelko,22,CAP,PF,49,,11.7,1.2,2.7,.444,0.5,0.7,.719,1.1,1.5,2.5,0.5,0.4,0.1,1.7,2.9,,kozelto01
190,Dale Schlueter,28,ATL,C,57,,9.6,1.1,2.4,.467,0.7,0.9,.760,0.9,1.8,2.7,0.8,0.4,0.4,1.5,2.9,,schluda01
191,Joe Ellis,29,GSW,SF,50,,10.3,1.2,3.8,.321,0.4,0.6,.581,0.7,1.7,2.4,0.7,0.7,0.2,1.5,2.8,,ellisjo01
192,Dennis Awtrey,25,CHI,C,68,1,11.1,1.0,1.8,.528,0.8,1.4,.574,0.7,1.8,2.6,1.3,0.3,0.2,1.9,2.7,,awtrede01
193,Steve Downing,23,BOS,C,24,,5.7,0.9,2.7,.328,0.9,1.6,.579,0.6,1.0,1.6,0.5,0.2,0.0,1.4,2.7,,downist01
194,Tom Ingelsby,22,ATL,PG,48,,8.3,1.0,2.7,.382,0.6,0.8,.784,0.2,0.7,0.9,0.8,0.4,0.1,0.9,2.7,,ingelto01
195,Mel Davis,23,NYK,PF,30,0,5.6,1.1,3.2,.347,0.4,0.5,.750,0.6,1.2,1.8,0.3,0.1,0.1,1.2,2.6,,davisme01
196,Art Williams,34,BOS,PG,67,,9.2,1.1,2.5,.435,0.4,0.5,.844,0.3,1.4,1.7,2.4,0.7,0.0,1.5,2.6,,williar01
197,Dick Garrett,27,2TM,SG,40,0,8.2,1.1,3.2,.341,0.4,0.5,.789,0.4,0.6,1.0,0.6,0.3,0.0,1.4,2.5,,garredi01
197,Dick Garrett,27,NYK,SG,25,0,9.6,1.3,3.6,.352,0.4,0.5,.769,0.4,0.6,1.0,0.6,0.3,0.0,1.6,3.0,,garredi01
197,Dick Garrett,27,MIL,SG,15,,5.8,0.7,2.3,.314,0.3,0.4,.833,0.3,0.6,0.9,0.6,0.2,0.0,1.0,1.8,,garredi01
198,Hank Finkel,31,BOS,C,60,,7.1,1.0,2.2,.462,0.5,0.7,.651,0.7,1.6,2.3,0.5,0.1,0.1,1.0,2.5,,finkeha01
199,Russ Lee,24,MIL,SF,36,,4.6,1.1,2.6,.404,0.3,0.4,.688,0.4,0.7,1.1,0.6,0.3,0.0,0.8,2.4,,leeru01
200,Ted Manakas,22,KCO,SG,5,,9.0,0.8,2.0,.400,0.8,0.8,1.000,0.0,0.6,0.6,0.4,0.2,0.0,0.8,2.4,,manakte01
201,Joe Reaves,23,PHO,SF,7,,5.4,0.9,1.6,.545,0.6,1.6,.364,0.3,0.9,1.1,0.1,0.0,0.3,0.9,2.3,,reavejo01
202,Tom Riker,23,NYK,C,17,0,3.4,0.8,1.7,.448,0.7,1.0,.706,0.5,0.4,0.9,0.2,0.0,0.0,0.4,2.2,,rikerto01
203,George Johnson,26,HOU,C,26,,9.2,0.9,2.0,.451,0.3,0.7,.471,0.8,1.6,2.3,0.3,0.3,0.3,1.8,2.1,,johnsge01
204,Allie McGuire,22,NYK,SG,2,0,5.0,1.0,2.0,.500,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,1.0,2.0,,mcguial02
205,Luther Rackley,27,PHI,C,9,0,7.6,0.6,1.4,.385,0.9,1.2,.727,0.6,1.9,2.4,0.0,0.3,0.4,1.2,2.0,,rackllu01
206,Justus Thigpen,26,KCO,SG,1,,2.0,1.0,3.0,.333,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,thigpju01
207,John Tschogl,23,ATL,SF,64,,7.8,0.9,2.6,.355,0.2,0.3,.588,0.5,0.7,1.2,0.5,0.3,0.3,1.1,2.0,,tschojo01
208,Ben Kelso,24,DET,SG,46,,6.5,0.8,2.1,.365,0.3,0.5,.682,0.3,0.3,0.7,0.4,0.3,0.0,1.0,1.8,,kelsobe01
209,Stan McKenzie,29,HOU,SG,11,,10.2,0.6,2.2,.292,0.5,0.7,.750,0.3,1.2,1.5,0.5,0.3,0.0,1.5,1.8,,mckenst01
210,Mike Macaluso,22,BUF,SF,30,,3.7,0.6,1.5,.432,0.3,0.6,.588,0.3,0.5,0.8,0.1,0.2,0.0,1.0,1.6,,macalmi01
211,Mark Sibley,23,POR,SG,28,,4.4,0.7,2.0,.357,0.2,0.3,.857,0.3,0.6,0.9,0.5,0.1,0.0,0.8,1.6,,siblema01
212,Paul Ruffner,25,BUF,C,20,,2.6,0.6,1.4,.407,0.4,0.7,.615,0.2,0.4,0.6,0.0,0.1,0.1,0.5,1.5,,ruffnpa01
213,Vester Marshall,25,SEA,SF,13,,13.4,0.5,2.2,.241,0.2,0.5,.429,1.1,1.8,2.8,0.3,0.3,0.2,1.5,1.3,,marshve01
214,Rich Rinaldi,24,CAP,SG,7,,6.9,0.4,3.1,.136,0.4,0.6,.750,0.3,0.7,1.0,1.4,0.4,0.1,1.0,1.3,,rinalri01
215,Chuck Terry,23,MIL,SF,7,,4.6,0.6,1.7,.333,0.0,0.0,,0.1,0.3,0.4,0.6,0.3,0.0,0.6,1.1,,terrych01
216,Travis Grant,24,LAL,SF,3,,2.0,0.3,1.3,.250,0.3,1.0,.333,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.0,,granttr01
217,Dick Cunningham,27,MIL,C,8,,5.6,0.4,0.8,.500,0.0,0.9,.000,0.1,1.9,2.0,0.0,0.3,0.3,0.6,0.8,,cunnidi01
218,Paul McCracken,23,HOU,SG,4,,3.3,0.3,1.0,.250,0.0,0.0,,0.3,1.3,1.5,0.5,0.0,0.0,0.8,0.5,,mccrapa01
219,Tom Patterson,25,CAP,SF,2,,4.0,0.0,0.5,.000,0.5,1.0,.500,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,,patteto01
220,Jim Garvin,23,BUF,PF,6,,1.8,0.2,0.7,.250,0.0,0.0,,0.2,0.7,0.8,0.0,0.0,0.0,0.2,0.3,,garviji01
221,Dennis Bell,22,NYK,SF,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,bellde01
222,Mike Ratliff,22,KCO,C,2,,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ratlimi01
