Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
131,Charles Johnson,29,WSB,SG,82,,22.2,4.2,9.6,.435,0.8,1.0,.848,0.9,1.6,2.5,2.2,1.2,0.1,1.1,2.0,9.2,,johnsch01
132,Ollie Johnson,29,CHI,SF,71,34,24.4,4.0,7.6,.520,1.2,1.5,.800,0.8,2.4,3.2,2.3,0.8,0.5,1.6,2.6,9.2,,johnsol01
133,Ron Lee,26,2TM,PG,60,,22.4,3.6,8.5,.430,1.6,2.4,.695,1.1,1.8,2.8,3.4,1.8,0.1,2.8,3.0,8.9,,leero01
133,Ron Lee,26,PHO,PG,43,,22.0,4.0,8.9,.452,1.7,2.4,.712,1.0,1.7,2.6,3.1,1.6,0.1,2.7,3.2,9.8,,leero01
133,Ron Lee,26,NOJ,PG,17,,23.4,2.6,7.3,.363,1.4,2.2,.649,1.2,2.0,3.2,4.3,2.2,0.1,2.9,2.6,6.7,,leero01
134,Bob Elliott,23,NJN,PF,14,,20.1,2.9,5.2,.562,2.9,4.0,.732,1.1,2.9,4.0,1.6,0.4,0.3,1.9,2.4,8.8,,elliobo01
135,Jeff Judkins,22,BOS,SF,81,,18.8,3.6,7.2,.503,1.5,1.8,.815,0.9,1.5,2.4,1.8,1.0,0.1,1.3,2.3,8.8,,judkije01
136,Maurice Cheeks,22,PHI,PG,82,82,29.4,3.6,7.0,.510,1.2,1.7,.721,0.8,2.3,3.1,5.3,2.1,0.1,2.4,2.4,8.4,,cheekma01
137,Tree Rollins,23,ATL,C,81,,23.5,3.7,6.9,.535,1.1,1.7,.631,2.7,4.6,7.3,0.6,0.6,3.1,1.1,4.0,8.4,,rollitr01
138,Nate Williams,28,GSW,SG,81,,16.0,3.5,7.0,.501,1.3,1.4,.872,0.8,1.7,2.6,0.8,0.7,0.1,1.1,2.1,8.3,,willina01
139,Marvin Barnes,26,BOS,PF,38,,20.9,3.5,7.1,.491,1.1,1.7,.652,1.5,3.2,4.7,1.4,1.0,1.0,1.8,3.8,8.1,,barnema01
140,Mike Bratz,23,PHO,PG,77,,16.8,3.1,6.9,.454,1.8,2.2,.818,0.7,1.1,1.8,2.3,0.8,0.1,1.8,2.0,8.1,,bratzmi01
141,Mark Landsberger,23,CHI,PF,80,44,24.5,3.5,7.3,.475,1.1,2.4,.469,3.7,5.6,9.3,0.9,0.3,0.3,1.9,1.6,8.1,,landsma01
142,Wilson Washington,23,NJN,PF,62,,18.4,3.5,7.0,.502,1.1,1.7,.635,1.4,3.3,4.7,0.8,0.5,1.1,1.6,3.0,8.1,,washiwi01
143,Mike Dunleavy,24,HOU,SG,74,,20.1,2.9,5.7,.506,2.1,2.5,.864,0.4,1.4,1.7,4.4,0.8,0.1,1.8,2.3,8.0,,dunlemi01
144,Mike Gale,28,SAS,SG,82,,25.9,3.5,7.5,.464,1.1,1.3,.843,0.5,1.8,2.3,4.6,1.9,0.5,1.9,2.3,8.0,,galemi01
145,Joe Meriweather,25,2TM,C,77,26,22.0,3.1,6.5,.484,1.6,2.4,.674,1.9,3.5,5.3,1.0,0.5,1.2,1.7,3.7,7.9,,meriwjo01
145,Joe Meriweather,25,NOJ,C,36,,17.8,2.3,5.2,.449,1.4,2.2,.654,1.7,3.4,5.1,0.9,0.5,1.1,1.3,2.9,6.1,,meriwjo01
145,Joe Meriweather,25,NYK,C,41,26,25.7,3.9,7.6,.505,1.8,2.7,.688,2.0,3.5,5.5,1.2,0.6,1.3,2.1,4.3,9.5,,meriwjo01
146,Anthony Roberts,23,DEN,SF,63,,19.6,3.3,7.9,.424,1.2,1.7,.691,1.7,2.4,4.1,1.7,0.3,0.0,1.0,2.3,7.9,,roberan01
147,Greg Ballard,24,WSB,SF,82,,18.9,3.2,6.8,.465,1.5,2.1,.692,1.7,3.7,5.5,1.4,0.7,0.4,1.2,2.0,7.8,,ballagr01
148,Tom Burleson,26,KCK,C,56,,16.6,2.8,6.1,.459,2.2,3.0,.716,1.5,3.5,5.0,0.9,0.5,1.0,1.1,3.3,7.8,,burleto01
149,Don Buse,28,PHO,PG,82,82,31.0,3.5,7.0,.495,0.9,1.1,.769,0.5,2.1,2.6,4.3,1.9,0.2,1.2,1.8,7.8,,busedo01
150,Mike Glenn,23,NYK,SG,75,11,15.6,3.5,6.5,.541,0.8,0.8,.905,0.4,0.7,1.1,1.8,0.5,0.1,0.9,1.5,7.8,,glennmi01
151,Billy McKinney,23,KCK,PG,78,,15.9,3.1,6.1,.503,1.7,2.1,.796,0.3,0.8,1.1,3.2,0.7,0.0,1.6,1.6,7.8,,mckinbi01
152,Earl Tatum,25,2TM,SG,79,,15.6,3.5,7.9,.447,0.7,0.9,.732,0.5,1.1,1.6,0.9,1.0,0.4,1.1,2.1,7.7,,tatumea01
152,Earl Tatum,25,BOS,SG,3,,12.7,2.7,6.7,.400,1.3,1.7,.800,0.3,1.0,1.3,0.3,0.0,0.3,1.0,2.3,6.7,,tatumea01
152,Earl Tatum,25,DET,SG,76,,15.7,3.6,8.0,.448,0.6,0.9,.727,0.5,1.1,1.6,0.9,1.0,0.4,1.1,2.1,7.8,,tatumea01
153,T.R. Dunn,23,POR,SG,80,,22.9,3.1,6.9,.448,1.5,2.0,.772,1.8,2.5,4.3,1.3,1.1,0.3,1.2,2.1,7.7,,dunntr01
154,Jack Givens,22,ATL,SF,74,,18.2,3.2,7.6,.415,1.4,1.8,.756,1.3,1.6,2.9,1.1,1.0,0.2,1.0,1.6,7.7,,givenja01
155,Joe Bryant,24,PHI,PF,70,0,15.2,2.9,6.8,.429,1.8,2.4,.724,1.4,2.3,3.7,1.5,0.7,0.1,1.6,2.4,7.6,,bryanjo01
156,Mike Green,27,SAS,C,76,,21.6,3.1,6.3,.493,1.3,1.9,.701,1.7,2.9,4.7,1.5,0.5,1.6,1.2,3.0,7.5,,greenmi01
157,Ron Boone,32,LAL,SG,82,,19.3,3.2,6.9,.455,1.1,1.3,.865,0.6,1.1,1.8,1.9,0.8,0.1,1.8,2.1,7.4,,boonero01
158,Kenny Carr,23,LAL,PF,72,,16.0,3.1,6.3,.500,1.2,1.9,.606,1.0,3.1,4.1,0.8,0.5,0.4,1.6,2.1,7.4,,carrke01
159,Connie Norman,25,SDC,SG,22,,14.7,3.2,7.5,.430,0.9,1.0,.826,0.6,0.9,1.5,1.1,0.5,0.1,1.0,1.6,7.3,,normaco01
160,Quinn Buckner,24,MIL,PG,81,,21.7,3.1,6.8,.454,1.0,1.5,.632,0.7,1.9,2.6,5.8,1.9,0.2,2.6,2.8,7.2,,bucknqu01
161,Larry Steele,29,POR,SG,72,,20.7,2.8,6.7,.420,1.6,1.9,.824,0.8,1.6,2.4,2.0,1.0,0.1,1.3,2.9,7.2,,steella01
162,John Gianelli,28,MIL,C,82,,25.1,3.1,6.4,.486,0.9,1.2,.706,1.5,3.5,5.0,2.0,0.5,0.7,1.3,2.4,7.1,,gianejo01
163,Kevin Restani,27,MIL,PF,81,,19.7,3.2,6.5,.495,0.6,0.9,.699,1.7,3.0,4.8,1.5,0.4,0.3,1.2,1.9,7.1,,restake01
164,Darnell Hillman,29,KCK,PF,78,,20.7,2.7,5.5,.493,1.6,2.9,.558,1.8,3.8,5.5,1.2,0.6,0.8,1.7,3.7,7.0,,hillmda01
165,Tom McMillen,26,ATL,C,82,,17.0,2.8,6.1,.466,1.3,1.5,.891,1.6,2.5,4.0,0.8,0.2,0.4,1.1,2.6,7.0,,mcmilto01
166,Clifford Ray,30,GSW,C,82,,23.4,2.8,5.4,.526,1.3,2.3,.558,2.6,4.8,7.4,1.7,0.6,0.6,1.9,3.2,6.9,,raycl01
167,Marlon Redmond,23,2TM,SG,53,0,14.3,3.1,7.3,.421,0.6,0.9,.620,1.1,1.0,2.1,1.1,0.5,0.3,1.1,1.8,6.7,,redmoma01
167,Marlon Redmond,23,KCK,SG,49,,15.0,3.3,7.7,.432,0.6,1.0,.620,1.2,1.0,2.2,1.2,0.6,0.3,1.1,1.9,7.2,,redmoma01
167,Marlon Redmond,23,PHI,SG,4,0,5.8,0.3,3.0,.083,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.8,0.5,,redmoma01
168,Don Ford,26,LAL,PF,79,,19.5,2.9,5.7,.507,0.9,1.1,.809,1.1,2.3,3.4,1.3,0.6,0.3,1.2,2.2,6.7,,forddo01
169,James Hardy,22,NOJ,SF,68,,21.4,2.9,6.3,.460,0.9,1.3,.693,1.8,2.8,4.6,1.0,0.8,0.9,1.4,2.0,6.7,,hardyja01
170,Ben Poquette,23,DET,PF,76,,17.6,2.6,6.1,.427,1.5,1.9,.782,1.3,3.1,4.4,0.8,0.5,1.3,0.9,2.6,6.7,,poquebe01
171,Curtis Rowe,29,BOS,PF,53,,23.1,2.8,6.5,.436,1.0,1.4,.693,1.5,3.1,4.6,1.3,0.3,0.2,1.7,2.0,6.7,,rowecu01
172,Alvin Scott,23,PHO,SF,81,,21.4,2.6,4.9,.535,1.5,2.1,.714,1.3,3.2,4.4,1.6,1.0,0.8,1.2,1.7,6.7,,scottal01
173,Jan van Breda Kolff,27,NJN,SF,80,,25.0,2.5,5.3,.463,1.8,2.3,.798,1.4,3.4,4.8,2.3,1.1,0.9,1.7,2.9,6.7,,vanbrja01
174,Rickey Green,24,DET,PG,27,,16.0,2.5,6.6,.379,1.7,2.5,.672,0.6,0.9,1.5,2.3,0.9,0.0,1.6,1.4,6.6,,greenri01
175,George Johnson,30,NJN,C,78,,26.4,2.6,6.2,.427,1.3,1.8,.761,2.6,5.3,7.9,1.1,0.9,3.2,2.3,4.0,6.6,,johnsge02
176,Wally Walker,24,SEA,SF,60,,16.2,2.8,5.7,.490,1.0,1.6,.604,1.1,1.9,3.0,1.2,0.2,0.4,1.1,2.1,6.6,,walkewa01
177,Coby Dietrick,30,SAS,C,76,,19.6,2.8,5.3,.523,1.0,1.3,.798,1.2,3.0,4.1,2.6,0.9,0.5,1.2,2.7,6.5,,dietrco01
178,Kevin Kunnert,27,SDC,C,81,,20.8,2.9,6.2,.467,0.7,1.0,.659,2.5,4.5,7.0,1.4,0.6,1.5,1.7,3.8,6.5,,kunneke01
179,Micheal Ray Richardson,23,NYK,PG,72,5,16.9,2.8,6.7,.414,1.0,1.8,.539,1.1,2.2,3.2,3.0,1.4,0.3,2.0,2.6,6.5,,richami01
180,Elmore Smith,29,CLE,C,24,,13.8,2.9,5.4,.531,0.8,1.1,.692,1.9,2.5,4.4,0.5,0.3,0.7,1.8,2.5,6.5,,smithel01
181,Allan Bristow,27,SAS,SF,74,,17.9,2.4,4.8,.492,1.7,2.0,.832,1.1,2.3,3.3,3.1,0.8,0.2,1.5,2.1,6.4,,bristal01
182,Bob Nash,28,KCK,SF,82,,15.9,2.8,6.4,.435,0.8,1.0,.802,0.9,1.6,2.5,0.9,0.4,0.2,1.0,1.6,6.4,,nashbo01
183,Robert Smith,23,DEN,PG,82,,18.0,2.2,5.3,.422,1.9,2.2,.883,0.5,1.3,1.8,2.5,0.7,0.2,1.2,2.0,6.4,,smithro01
184,Gar Heard,30,PHO,PF,63,,19.3,2.6,5.8,.441,1.1,1.6,.689,1.6,4.0,5.6,1.0,0.8,0.9,1.0,2.2,6.3,,heardga01
185,Phil Jackson,33,NJN,PF,59,,18.1,2.4,5.1,.475,1.5,1.8,.819,1.0,2.0,3.0,1.4,0.8,0.4,1.3,2.8,6.3,,jacksph01
186,Al Skinner,26,2TM,SG,45,0,14.3,2.0,4.8,.425,2.2,2.5,.868,0.6,1.3,1.9,2.0,0.9,0.1,1.6,2.5,6.2,,skinnal01
186,Al Skinner,26,NJN,SG,23,,14.5,2.4,5.4,.440,3.1,3.6,.878,0.5,1.3,1.8,2.1,1.0,0.1,1.7,2.3,7.9,,skinnal01
186,Al Skinner,26,PHI,SG,22,0,14.0,1.6,4.0,.404,1.2,1.5,.844,0.7,1.3,2.0,1.8,0.8,0.0,1.5,2.8,4.5,,skinnal01
187,George Johnson,22,MIL,PF,67,,17.3,2.5,5.1,.482,1.3,1.7,.718,1.6,3.8,5.4,1.2,1.1,0.7,1.5,2.8,6.2,,johnsge03
188,Ralph Simpson,29,2TM,SG,69,0,14.2,2.5,6.3,.402,1.1,1.6,.685,0.5,0.9,1.4,1.8,0.5,0.1,1.4,0.8,6.1,,simpsra01
188,Ralph Simpson,29,PHI,SG,37,0,12.2,2.4,5.3,.444,0.8,1.1,.700,0.4,0.5,0.9,1.6,0.7,0.0,1.3,0.7,5.5,,simpsra01
188,Ralph Simpson,29,NJN,SG,32,,16.5,2.7,7.4,.367,1.5,2.2,.676,0.6,1.3,1.9,2.1,0.4,0.1,1.7,0.9,6.9,,simpsra01
189,Marty Byrnes,22,2TM,SF,79,,16.0,2.4,4.9,.481,1.3,1.9,.688,1.1,1.3,2.4,1.3,0.3,0.1,1.5,1.4,6.1,,byrnema01
189,Marty Byrnes,22,PHO,SF,43,,17.1,2.5,5.2,.489,1.7,2.3,.730,1.1,1.1,2.3,1.4,0.3,0.0,1.8,1.6,6.8,,byrnema01
189,Marty Byrnes,22,NOJ,SF,36,,14.7,2.2,4.6,.470,0.9,1.5,.611,1.1,1.5,2.6,1.2,0.3,0.2,1.1,1.2,5.3,,byrnema01
190,Earl Williams,27,BOS,C,20,,13.7,2.7,6.2,.439,0.7,1.2,.583,2.1,3.2,5.3,0.6,0.6,0.5,1.0,2.1,6.1,,williea01
191,Tom Abernethy,24,GSW,PF,70,,17.4,2.5,4.9,.515,1.0,1.3,.745,1.1,2.0,3.1,1.1,0.6,0.2,0.5,1.9,6.0,,abernto01
192,Don Chaney,32,BOS,SG,65,,16.5,2.7,6.4,.420,0.6,0.6,.857,1.0,1.2,2.2,1.2,1.1,0.2,1.0,2.6,5.9,,chanedo01
193,Joel Kramer,23,PHO,PF,82,,17.1,2.2,4.5,.489,1.5,2.1,.710,1.6,2.5,4.1,1.1,0.5,0.3,1.2,2.7,5.9,,kramejo01
194,Phil Chenier,28,WSB,SG,27,,14.3,2.6,5.9,.437,0.7,1.0,.643,0.1,0.6,0.7,1.1,0.1,0.2,1.1,1.0,5.8,,cheniph01
195,Frankie Sanders,22,2TM,SF,46,,10.4,2.3,5.3,.427,1.2,1.5,.794,0.8,1.6,2.4,1.1,0.5,0.1,1.2,1.5,5.7,,sandefr01
195,Frankie Sanders,22,SAS,SF,22,,12.0,2.3,5.8,.394,1.5,1.9,.780,0.6,2.1,2.7,1.6,0.6,0.1,1.5,2.0,6.0,,sandefr01
195,Frankie Sanders,22,BOS,SF,24,,9.0,2.3,5.0,.462,0.9,1.1,.815,0.9,1.2,2.1,0.7,0.3,0.1,1.0,1.0,5.5,,sandefr01
196,Dwight Jones,26,HOU,C,81,,15.0,2.2,4.9,.458,1.2,1.6,.727,1.4,2.7,4.0,0.7,0.4,0.3,1.3,2.5,5.7,,jonesdw01
197,Paul Silas,35,SEA,PF,82,,23.9,2.1,4.9,.423,1.4,2.4,.598,3.2,3.9,7.0,1.4,0.4,0.2,1.2,2.2,5.6,,silaspa01
198,Charlie Criss,30,ATL,PG,54,,16.3,2.0,5.4,.377,1.2,1.6,.779,0.4,0.8,1.1,2.6,0.8,0.1,1.5,1.3,5.3,,crissch01
199,Jim Price,29,LAL,PG,75,,16.1,2.3,4.6,.497,0.7,1.1,.696,0.3,1.3,1.6,2.9,0.9,0.2,1.3,1.7,5.3,,priceji01
200,Lucius Allen,31,KCK,PG,31,,13.3,2.2,5.6,.397,0.6,1.1,.576,0.5,1.0,1.5,1.4,0.7,0.2,1.0,1.7,5.1,,allenlu01
201,Lars Hansen,24,SEA,C,15,,13.7,1.9,3.8,.509,1.2,2.1,.581,1.5,2.5,3.9,0.9,0.1,0.1,0.6,1.9,5.1,,hansela01
202,John Brown,27,CHI,SF,77,4,16.4,2.0,4.1,.479,1.1,1.3,.857,1.1,2.0,3.1,1.4,0.2,0.1,1.2,2.3,5.0,,brownjo01
203,Glen Gondrezick,23,NYK,SF,75,40,21.4,2.1,4.3,.494,0.7,1.3,.567,2.0,3.7,5.7,1.4,1.3,0.2,1.3,3.0,5.0,,gondrgl01
204,Kenny Higgs,24,CLE,PG,68,,15.4,1.9,4.1,.455,1.3,1.6,.766,0.3,1.2,1.5,2.1,1.0,0.2,0.7,2.6,5.0,,higgske01
205,Lloyd Walton,25,MIL,PG,75,,18.4,2.1,4.4,.480,0.8,1.2,.678,0.5,0.9,1.4,4.7,1.0,0.1,1.6,1.4,5.0,,waltoll01
206,Dave Robisch,29,LAL,C,80,,15.2,1.9,4.2,.446,1.1,1.4,.748,1.0,2.5,3.6,1.2,0.3,0.3,0.7,1.4,4.8,,robisda01
207,Corky Calhoun,28,IND,SF,81,,16.4,1.9,4.1,.457,0.9,1.1,.837,0.8,2.1,2.9,1.3,0.5,0.2,0.7,2.3,4.7,,calhoco01
208,Wesley Cox,24,GSW,SF,31,,11.6,1.7,4.0,.431,1.3,3.0,.435,0.6,1.5,2.0,0.4,0.4,0.2,1.4,2.2,4.7,,coxwe01
209,John Lambert,26,CLE,PF,70,,14.7,2.1,4.7,.450,0.5,0.8,.636,1.7,2.5,4.1,0.6,0.4,0.4,0.9,2.3,4.7,,lambejo01
210,Raymond Townsend,23,GSW,SG,65,,11.9,2.0,4.4,.439,0.8,1.0,.735,0.2,0.7,0.8,1.4,0.4,0.1,0.8,1.1,4.7,,townsra01
211,Harvey Catchings,27,2TM,C,57,4,16.6,1.8,4.3,.420,1.1,1.4,.769,1.8,3.5,5.3,0.8,0.4,1.6,1.5,2.3,4.6,,catchha01
211,Harvey Catchings,27,PHI,C,25,4,11.6,1.1,2.7,.412,0.5,0.7,.765,1.2,2.7,3.9,0.7,0.3,1.4,1.5,1.7,2.8,,catchha01
211,Harvey Catchings,27,NJN,C,32,,20.6,2.3,5.5,.423,1.5,1.9,.770,2.2,4.2,6.4,0.9,0.5,1.8,1.6,2.8,6.1,,catchha01
212,Wayne Cooper,22,GSW,C,65,,12.2,2.0,4.5,.437,0.6,0.9,.672,1.4,2.9,4.3,0.3,0.1,0.7,0.8,1.8,4.6,,coopewa01
213,Ted McClain,32,PHO,SG,36,,12.9,1.7,3.7,.470,1.2,1.3,.913,0.7,1.2,1.9,1.7,0.5,0.0,1.5,1.4,4.6,,mcclate01
214,Ira Terrell,24,2TM,SF,49,,14.9,1.9,4.0,.470,0.7,1.1,.660,0.9,2.1,3.0,0.8,0.4,0.6,1.1,2.0,4.5,,terreir01
214,Ira Terrell,24,NOJ,SF,31,,18.5,2.0,4.6,.438,0.9,1.2,.711,1.1,2.4,3.5,0.8,0.5,0.7,1.2,2.4,4.9,,terreir01
214,Ira Terrell,24,POR,SF,18,,8.9,1.7,3.0,.556,0.4,0.8,.533,0.6,1.5,2.1,0.8,0.4,0.3,0.9,1.5,3.8,,terreir01
215,Bubbles Hawkins,24,DET,SG,4,,7.0,1.5,4.0,.375,1.5,1.5,1.000,0.8,0.8,1.5,1.0,1.3,0.0,0.5,1.8,4.5,,hawkiro01
216,Willie Smith,25,POR,PG,13,,10.1,1.8,3.4,.523,0.9,1.3,.706,0.5,0.5,1.0,1.3,0.8,0.1,1.1,1.5,4.5,,smithwi02
217,Ron Behagen,28,3TM,PF,15,5,11.0,1.9,4.1,.452,0.7,0.9,.769,0.9,1.9,2.8,0.5,0.3,0.1,0.7,2.4,4.4,,behagro01
217,Ron Behagen,28,DET,PF,1,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,behagro01
217,Ron Behagen,28,NYK,PF,5,5,7.6,1.0,2.4,.417,0.4,0.4,1.000,0.4,1.8,2.2,0.4,0.4,0.0,0.8,1.6,2.4,,behagro01
217,Ron Behagen,28,KCK,PF,9,,14.0,2.6,5.6,.460,0.9,1.2,.727,1.2,2.2,3.4,0.6,0.2,0.1,0.7,3.0,6.0,,behagro01
218,Kevin Stacom,27,2TM,SG,68,,12.2,1.9,5.0,.374,0.6,0.9,.733,0.4,0.8,1.3,1.6,0.4,0.0,1.2,0.7,4.4,,stacoke01
218,Kevin Stacom,27,IND,SG,44,,13.0,1.7,4.8,.364,0.7,0.9,.756,0.5,0.9,1.4,1.8,0.3,0.0,1.2,0.7,4.2,,stacoke01
218,Kevin Stacom,27,BOS,SG,24,,10.8,2.2,5.5,.391,0.5,0.8,.684,0.4,0.6,1.0,1.5,0.6,0.0,1.1,0.8,4.9,,stacoke01
219,Tom Barker,23,3TM,C,39,,12.2,1.7,4.0,.436,0.7,0.9,.730,1.2,1.9,3.1,0.4,0.3,0.3,0.9,1.9,4.2,,barketo01
219,Tom Barker,23,HOU,C,5,,3.2,0.6,1.2,.500,0.4,0.4,1.000,0.4,0.8,1.2,0.0,0.0,0.0,0.2,1.0,1.6,,barketo01
219,Tom Barker,23,BOS,C,12,,10.9,1.8,4.0,.438,0.9,1.3,.733,1.0,1.5,2.5,0.5,0.3,0.3,1.1,2.2,4.4,,barketo01
219,Tom Barker,23,NYK,C,22,,15.0,2.0,4.6,.431,0.6,0.9,.700,1.4,2.4,3.8,0.4,0.3,0.3,0.9,2.0,4.6,,barketo01
220,Otis Howard,22,2TM,PF,14,,8.1,1.7,4.0,.429,0.8,1.6,.478,1.3,1.6,2.9,0.4,0.1,0.1,0.5,1.7,4.2,,howarot01
220,Otis Howard,22,MIL,PF,3,,7.3,1.7,3.7,.455,0.0,0.0,,1.7,0.7,2.3,0.3,0.0,0.0,0.7,2.7,3.3,,howarot01
220,Otis Howard,22,DET,PF,11,,8.3,1.7,4.1,.422,1.0,2.1,.478,1.2,1.9,3.1,0.4,0.2,0.2,0.5,1.5,4.5,,howarot01
221,Len Elmore,26,IND,C,80,,15.8,1.7,4.3,.406,0.7,1.0,.718,1.4,3.6,5.0,0.9,0.8,1.0,0.9,2.3,4.2,,elmorle01
222,Harry Davis,23,CLE,SF,40,,9.9,1.7,3.8,.431,0.8,1.1,.698,0.7,1.0,1.7,0.4,0.3,0.2,0.6,1.7,4.1,,davisha01
223,Joe Hassett,23,SEA,SG,55,,8.4,1.8,3.8,.474,0.4,0.4,1.000,0.2,0.6,0.8,0.8,0.3,0.1,0.6,1.1,4.1,,hassejo01
224,Bayard Forrest,24,PHO,C,75,,16.6,1.6,3.6,.434,0.8,1.5,.539,1.5,2.7,4.2,2.2,0.4,0.5,1.4,2.0,4.0,,forreba01
225,Scott May,24,CHI,SF,37,8,10.9,1.6,3.7,.434,0.8,1.1,.750,0.4,1.4,1.7,1.1,0.6,0.0,1.4,1.4,4.0,,maysc01
226,Jim Brewer,27,2TM,PF,80,,20.1,1.8,4.0,.442,0.3,0.8,.413,2.0,4.0,5.9,1.1,0.8,0.8,1.2,2.2,3.9,,breweji01
226,Jim Brewer,27,CLE,PF,55,,23.7,2.1,4.7,.440,0.4,0.9,.479,2.3,4.5,6.7,1.3,0.9,1.0,1.4,2.5,4.6,,breweji01
226,Jim Brewer,27,DET,PF,25,,12.4,1.1,2.4,.450,0.1,0.6,.200,1.4,2.8,4.2,0.5,0.5,0.4,0.8,1.5,2.3,,breweji01
227,Tim Bassett,27,NJN,PF,82,,18.4,1.4,3.8,.371,1.1,1.6,.679,2.1,3.0,5.1,1.2,0.5,0.4,1.3,2.7,3.9,,basseti01
228,Louie Dampier,34,SAS,PG,70,,10.9,1.8,3.6,.490,0.4,0.6,.744,0.2,0.7,0.9,1.8,0.5,0.1,0.6,0.6,3.9,,dampilo01
229,Tommie Green,22,NOJ,PG,59,,13.7,1.6,4.0,.388,0.8,1.1,.762,0.3,0.8,1.2,2.4,1.0,0.1,1.5,1.9,3.9,,greento01
230,Paul Griffin,25,NOJ,PF,77,,18.2,1.4,2.9,.475,1.2,1.9,.619,1.6,3.4,5.1,1.8,0.7,0.5,1.5,2.6,3.9,,griffpa01
231,Wayne Radford,22,IND,SG,52,,12.5,1.6,3.4,.474,0.7,0.9,.800,0.5,0.8,1.3,1.1,0.6,0.0,0.9,1.2,3.9,,radfowa01
232,Gus Gerard,25,2TM,SF,58,,8.0,1.4,3.3,.433,0.9,1.6,.549,0.7,1.0,1.7,0.4,0.3,0.2,0.6,1.3,3.8,,gerargu01
232,Gus Gerard,25,DET,SF,2,,3.0,0.5,1.5,.333,0.5,1.0,.500,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.5,,gerargu01
232,Gus Gerard,25,KCK,SF,56,,8.2,1.5,3.4,.435,0.9,1.6,.551,0.7,1.0,1.7,0.4,0.3,0.2,0.6,1.3,3.8,,gerargu01
233,Jackie Robinson,23,SEA,SF,12,,8.8,1.6,3.4,.463,0.7,1.3,.533,0.8,0.8,1.6,1.1,0.4,0.1,0.9,0.8,3.8,,robinja01
234,Brian Taylor,27,SDC,PG,20,,10.6,1.5,4.2,.361,0.8,0.9,.889,0.7,0.7,1.3,1.0,1.2,0.0,0.9,1.7,3.8,,taylobr01
235,Dick Snyder,34,SEA,SG,56,,9.6,1.4,3.3,.433,0.8,0.9,.843,0.3,0.6,0.9,1.1,0.3,0.1,0.6,0.9,3.7,,snydedi01
236,Slick Watts,27,HOU,PG,61,,17.1,1.5,3.7,.405,0.7,1.1,.612,0.6,1.1,1.7,4.0,1.2,0.2,1.2,2.3,3.7,,wattssl01
237,Jim McMillian,30,POR,SF,23,,12.1,1.4,3.2,.446,0.7,0.9,.810,0.7,1.0,1.7,1.4,0.4,0.1,0.7,0.8,3.6,,mcmilji01
238,Sam Smith,24,MIL,SF,16,,7.8,1.2,2.9,.404,1.1,1.5,.750,0.0,0.6,0.6,1.0,0.5,0.4,0.5,0.8,3.5,,smithsa02
239,Glenn Mosley,23,SAS,PF,26,,8.5,1.2,2.9,.413,0.9,1.5,.605,1.0,1.4,2.5,0.7,0.3,0.4,0.8,1.3,3.3,,moslegl01
240,Clemon Johnson,22,POR,C,74,,10.7,1.4,2.9,.470,0.5,1.0,.486,1.1,1.9,3.1,1.1,0.3,0.5,0.9,1.6,3.2,,johnscl01
241,John Rudd,23,NYK,SF,58,3,12.5,1.0,2.3,.444,1.1,1.6,.710,1.2,1.7,2.9,0.6,0.3,0.1,1.0,1.6,3.2,,ruddjo01
242,Butch Beard,31,NYK,PG,7,2,12.1,1.6,3.7,.423,0.0,0.0,,0.1,1.3,1.4,2.7,1.0,0.0,1.4,1.9,3.1,,beardbu01
243,Ron Carter,22,LAL,SG,46,,7.2,1.2,2.7,.435,0.8,1.2,.667,0.5,0.5,1.0,0.5,0.4,0.2,0.9,1.2,3.1,,cartero01
244,Kim Anderson,23,POR,SF,21,,10.7,1.1,3.7,.312,0.7,1.3,.536,0.8,1.3,2.1,0.7,0.2,0.2,1.0,2.0,3.0,,anderki01
245,Dave Corzine,22,WSB,C,59,,9.0,1.1,2.0,.534,0.8,1.1,.778,0.9,1.6,2.5,0.8,0.2,0.2,0.9,1.1,3.0,,corzida01
246,Tony Robertson,23,GSW,SG,12,,6.2,1.3,3.3,.375,0.5,0.8,.667,0.5,0.3,0.8,0.3,0.7,0.0,0.7,0.8,3.0,,roberto01
247,Rick Wilson,22,ATL,SG,61,,9.7,1.3,3.2,.411,0.4,0.7,.545,0.3,0.9,1.2,1.2,0.5,0.1,0.7,1.1,3.0,,wilsori01
248,Brad Davis,23,2TM,PG,27,,11.0,1.1,2.0,.564,0.6,0.9,.696,0.0,0.6,0.6,1.9,0.6,0.1,0.6,1.2,2.9,,davisbr01
248,Brad Davis,23,LAL,PG,5,,13.0,1.6,2.2,.727,0.6,0.8,.750,0.0,0.2,0.2,1.8,0.4,0.0,1.2,2.0,3.8,,davisbr01
