Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
176,Jim Barnes,29,BAL,PF,11,,9.1,1.4,2.5,.536,0.6,1.0,.636,1.5,0.7,2.1,3.4,,barneji01
177,Toby Kimball,28,SDR,PF,80,,13.8,1.4,3.6,.387,0.6,1.4,.472,5.1,0.8,1.6,3.4,,kimbato01
178,Rex Morgan,22,BOS,SG,34,,7.8,1.2,3.0,.402,1.0,1.6,.648,1.8,0.6,1.7,3.4,,morgare01
179,Paul Ruffner,22,CHI,C,10,0,6.0,1.5,3.5,.429,0.4,0.8,.500,1.6,0.2,1.0,3.4,,ruffnpa01
180,Dorie Murrey,27,2TM,PF,71,,10.1,1.1,2.5,.438,1.1,1.6,.670,3.1,0.5,2.1,3.3,,murredo01
180,Dorie Murrey,27,POR,PF,2,,10.0,0.5,3.0,.167,4.5,5.5,.818,3.5,0.5,1.5,5.5,,murredo01
180,Dorie Murrey,27,BAL,PF,69,,10.1,1.1,2.5,.448,1.0,1.5,.653,3.1,0.4,2.1,3.2,,murredo01
181,Gary Freeman,22,2TM,SF,52,,7.3,1.3,2.6,.515,0.6,0.8,.725,2.0,0.7,1.3,3.2,,freemga01
181,Gary Freeman,22,MIL,SF,41,,8.2,1.5,3.0,.508,0.7,0.9,.737,2.4,0.8,1.5,3.7,,freemga01
181,Gary Freeman,22,CLE,SF,11,,4.3,0.6,1.1,.583,0.1,0.2,.500,0.7,0.4,0.4,1.4,,freemga01
182,Cliff Anderson,26,2TM,SG,28,0,7.1,0.7,2.3,.308,1.6,2.4,.687,1.7,0.7,1.0,3.1,,andercl01
182,Cliff Anderson,26,CLE,SG,23,,7.4,0.8,2.6,.322,1.8,2.6,.683,1.6,0.7,1.0,3.4,,andercl01
182,Cliff Anderson,26,PHI,SG,5,0,5.4,0.2,1.2,.167,1.0,1.4,.714,2.2,0.8,1.4,1.4,,andercl01
183,Nate Bowman,27,BUF,C,44,,11.0,1.3,3.4,.392,0.5,0.9,.526,3.9,0.9,2.1,3.1,,bowmana01
184,Larry Mikan,22,CLE,SF,53,,10.1,1.2,3.5,.333,0.6,1.0,.618,2.6,0.8,1.1,3.0,,mikanla01
185,Curtis Perry,22,SDR,C,18,,5.6,1.2,2.7,.438,0.6,1.1,.550,1.7,0.3,1.2,2.9,,perrycu01
186,Garfield Smith,25,BOS,C,37,,7.6,1.1,3.1,.362,0.6,1.5,.393,2.6,0.2,1.4,2.9,,smithga01
187,Johnny Egan,32,2TM,PG,62,,13.3,1.1,2.9,.376,0.7,0.8,.824,1.0,1.8,1.1,2.8,,eganjo01
187,Johnny Egan,32,CLE,PG,26,,15.8,1.5,3.8,.408,1.0,1.1,.893,1.2,2.2,1.2,4.0,,eganjo01
187,Johnny Egan,32,SDR,PG,36,,11.5,0.8,2.2,.338,0.5,0.6,.739,0.9,1.5,1.1,2.0,,eganjo01
188,Bob Christian,24,ATL,C,54,,9.7,1.0,2.4,.433,0.7,1.2,.625,3.3,0.6,2.2,2.8,,chrisbo01
189,Harvey Marlatt,22,DET,SG,23,,9.3,1.1,3.5,.313,0.7,0.8,.833,1.0,1.3,1.2,2.8,,marlaha01
190,Marv Winkler,22,MIL,,3,,4.7,1.0,3.3,.300,0.7,0.7,1.000,1.3,0.7,1.0,2.7,,winklma01
191,Dick Cunningham,24,MIL,C,76,,8.9,1.1,2.6,.415,0.5,0.8,.661,3.4,0.6,1.2,2.6,,cunnidi01
192,Greg Fillmore,23,NYK,C,39,3,6.9,1.2,2.6,.441,0.3,0.7,.481,2.4,0.4,2.1,2.6,,fillmgr01
193,Bob Greacen,23,MIL,SF,2,,21.5,0.5,6.0,.083,1.5,3.5,.429,3.0,6.5,3.5,2.5,,greacbo01
194,Mike Silliman,26,BUF,SF,36,,10.2,1.0,2.2,.456,0.5,1.1,.487,1.7,0.6,1.0,2.5,,sillimi01
195,Bud Ogden,24,PHI,SF,27,0,4.9,0.9,2.4,.364,0.7,1.0,.692,0.7,0.6,0.8,2.4,,ogdenbu01
196,Herb White,22,ATL,PG,38,,8.3,0.9,2.2,.405,0.6,1.0,.564,1.3,1.2,1.6,2.4,,whitehe01
197,Tom Sanders,32,BOS,SF,17,,7.1,0.9,2.6,.364,0.4,0.5,.875,1.0,0.6,1.5,2.3,,sandeto01
198,Jeff Webb,22,MIL,SG,29,,10.3,0.9,2.7,.346,0.4,0.5,.733,0.8,0.7,1.1,2.2,,webbje01
199,Bill Zopf,22,MIL,PG,53,,7.5,0.9,2.5,.363,0.4,0.7,.556,0.9,1.4,0.6,2.2,,zopfbi01
200,Walt Gilmore,23,POR,PF,27,,9.7,0.9,2.0,.426,0.4,1.0,.462,2.7,0.4,1.8,2.1,,gilmowa01
201,Al Attles,34,SFW,PG,34,,9.4,0.6,1.6,.407,0.7,1.2,.585,1.2,1.7,1.7,2.0,,attleal01
202,Moe Barr,26,CIN,,31,,4.7,0.8,2.0,.403,0.4,0.4,.846,0.6,0.9,0.9,2.0,,barrmo01
203,Eddie Mast,22,NYK,PF,30,0,5.5,0.8,2.2,.379,0.4,0.7,.550,1.9,0.1,0.8,2.0,,masted01
204,Dennis Stewart,23,BAL,,2,,3.0,0.5,2.0,.250,1.0,1.0,1.000,1.5,0.5,0.0,2.0,,stewade01
205,Bob Riley,22,ATL,,7,,5.6,0.6,1.3,.444,0.7,1.3,.556,1.7,0.1,0.7,1.9,,rileybo01
206,Gary Zeller,23,BAL,SG,50,,4.5,0.7,2.3,.296,0.3,0.6,.536,0.5,0.1,0.9,1.7,,zellega01
207,Claude English,24,POR,,18,,3.9,0.6,2.3,.262,0.3,0.4,.714,1.1,0.3,0.8,1.5,,englicl01
208,Mike Price,22,NYK,SG,56,0,4.5,0.5,1.4,.370,0.4,0.6,.706,0.5,0.2,1.0,1.5,,pricemi01
209,Mike Lynn,25,BUF,SF,5,,5.0,0.4,1.4,.286,0.6,0.6,1.000,0.8,0.2,1.8,1.4,,lynnmi01
210,Gary Suiter,26,CLE,,30,,4.7,0.6,1.8,.352,0.1,0.3,.444,1.4,0.1,0.7,1.4,,suitega01
211,Joe Thomas,22,PHO,SF,39,,5.2,0.6,2.2,.267,0.2,0.5,.450,1.1,0.4,0.5,1.4,,thomajo01
212,Ralph Ogden,23,SFW,,32,,5.1,0.5,2.2,.239,0.3,0.4,.667,1.0,0.3,0.5,1.3,,ogdenra01
213,Al Henry,21,PHI,C,6,0,4.3,0.2,1.0,.167,0.8,1.2,.714,1.8,0.0,0.2,1.2,,henryal01
214,Willie Williams,24,2TM,,25,,4.2,0.4,1.7,.238,0.1,0.2,.600,0.9,0.3,0.6,0.9,,williwi01
214,Willie Williams,24,BOS,,16,,3.5,0.4,2.0,.188,0.2,0.3,.600,0.6,0.1,0.5,0.9,,williwi01
214,Willie Williams,24,CIN,,9,,5.4,0.4,1.1,.400,0.0,0.0,,1.4,0.7,0.7,0.9,,williwi01
215,Milt Williams,25,NYK,PG,5,0,2.6,0.2,0.2,1.000,0.4,0.6,.667,0.0,0.4,0.6,0.8,,willimi01
216,A.W. Holt,24,CHI,SF,6,0,2.3,0.2,1.3,.125,0.3,0.5,.667,0.7,0.0,0.2,0.7,,holtaw01
217,Earnie Killum,22,LAL,,4,,3.0,0.0,1.0,.000,0.3,0.3,1.000,0.5,0.0,0.3,0.3,,killuea01
